0,1
-6.2349858,106.9945444
28.0159286,73.3171367
-19.2569391,146.8239537
-27.5610193,151.953351
23.1301964,113.2592945
35.6821936,139.762221
1.4900578,124.8408708
16.8502534,74.5948885
37.5666791,126.9782914
23.1608938,79.9497702
-38.1493248,144.3598241
-27.4689682,153.0234991
-32.5302495,115.7208782
25.2779894,110.2910622
28.6273928,77.1716954
31.3016935,120.5810725
1.2899175,103.8519072
15.3518378,75.1379848
-34.4243941,150.89385
3.5896654,98.6738261
-35.2975906,149.1012676
12.98815675,77.62260003796
29.3093002,120.0703805
24.9316896,82.62801628419575
40.182737,29.0675481
-35.1309451,139.2651638
40.88858,29.1856536
47.940974049999994,106.91796375225584
41.006381,28.9758715
21.2380912,81.6336993
28.2996183,-82.4522702
34.0536909,-118.242766
37.7792588,-122.4193286
38.9742502,-94.6851702
5.8086,8.0812
-4.3196982,15.3424196
14.693425,-17.447938
33.5945144,-7.6200284
51.5142273,7.4652789
48.9229803,2.4455201
47.2186371,-1.5541362
53.2190652,6.5680077
54.9625789,-1.6019294
50.7664372,0.2781546
49.3304353,6.0636733
50.800031,-1.0906023
51.5110321,7.0960124
43.7009358,7.2683912
14.4976914,-90.5560333
13.722484,-89.1869905
8.4371469,-82.4286281
18.4801972,-69.942111
10.395075,-71.4414049
3.3890813,-76.6229386
13.6941885,-89.1104745
14.1057433,-87.2040052
-9.4336959,-40.5068201
19.4326296,-99.1331785
20.6397718,-103.3120428
18.833333,-98.0
-23.5506507,-46.6333824
-34.9058916,-56.1913095
-34.6073387,-58.4432852
-23.5112184,-46.8764612
-23.4152862,-51.4293961
21.3791765,-77.9183681
21.08870445,-76.81216477200348
21.5119156,-104.8915889
9.0551061,-79.4933063
19.3129326,-98.8840481
-9.6476843,-35.7339264
-19.9227318,-43.9450948
20.0214637,-75.8294928
15.493638650000001,-88.00776696107931
-12.0621065,-77.0365256
20.91155765,-75.78919775863332
18.8497366,-97.1060062
12.1544035,-86.2737642
17.9884657,-92.9366326
-4.9706021,-39.0158403
14.6307175,-90.6061595
21.884703,-82.8038514
14.6539748,-90.92727412053142
14.5308826,-90.5963325
-0.2201641,-78.5123274
9.2139083,-66.0065129
-23.603889,-46.918889
-3.3973569,-44.3560724
12.4348568,-86.8788302
19.2880603,-99.1669733
13.8013036,-89.1790784
-38.9278173,-67.9925103
15.7833743,-86.7917749
18.8944704,-96.9352891
-12.3831319,16.9425484
15.5635972,32.5349123
9.561733,44.061803
34.26457,-6.570169
5.320357,-4.016107
30.72517,31.6708449
43.1070321,12.402996209906487
49.453872,11.077298
49.2577886,4.031926
51.4825041,11.9705452
53.5505392,8.5851945
40.8189733,14.3387454
52.0191005,8.531007
51.4893335,-0.14405508452768728
51.434999,6.759562
53.7944229,-1.7519186
37.3122991,13.57465
53.5415797,-2.1147831
38.1112268,13.3524434
40.4167047,-3.7035825
48.6937223,6.1834097
41.9793006,2.8199439
49.564665,3.620686
